"DEPARTAMENTO_PRESTACION","MUNICIPIO_PRESTACION","SERVICIO","ESTADO","NOMBRE","DEPARTAMENTO_DOMICILIO","MUNICIPIO_DOMICILIO","DIRECCION","TELEFONO","EMAIL","TIPO_INSCRIPCION","REPRESENTANTE_LEGAL","TIPO_PRESTADOR","CLASIFICACION"
"NARINO","PASTO","ACUEDUCTO","OPERATIVA","JUNTA ADMINISTRADORA DEL ACUEDUCTO DE CATAMBUCO","NARINO","PASTO","CATAMBUCO KRA 3 No 2-56","3122484","acueductocatambucocentro@hotmail.com","Registro por la ESP","HERNANDO IGNACIO CHAÑA TIMARAN","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"NARINO","PASTO","ALCANTARILLADO","OPERATIVA","JUNTA ADMINISTRADORA DEL ACUEDUCTO DE CATAMBUCO","NARINO","PASTO","CATAMBUCO KRA 3 No 2-56","3122484","acueductocatambucocentro@hotmail.com","Registro por la ESP","HERNANDO IGNACIO CHAÑA TIMARAN","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"NARINO","PASTO","ACUEDUCTO","OPERATIVA","ASOCIACION JUNTA ADMINISTRADORA DE ACUEDUCTO DE SAN JOSE Y ALTO CASANARE","NARINO","PASTO","VEREDA ALTO CASANARE","3113814","acueductocasanarepasto@gmail.com","Registro por la ESP","WILSON ORLANDO ANDRADE RIVERA","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"RISARALDA","DOSQUEBRADAS","ACUEDUCTO","OPERATIVA","ASOCIACION ACUEDUCTOVEREDA EL ESTANQUILLO LA FRIA","RISARALDA","DOSQUEBRADAS","vereda el estanquillo","3146141","contactenos@dosquebradas-risaralda.com","Registro por la ESP","JOSE RESTREPO PULGARIN","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"RISARALDA","DOSQUEBRADAS","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DEL ACUEDUCTO COMUNITARIO LA PRIMAVERA Y GUAYACANES","RISARALDA","DOSQUEBRADAS","guayacanes manzana h casa 6","3426653","contactenos@dosquebradas-risaralda.gov.co","Registro por la ESP","GUSTAVO ZULETA","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"HUILA","ISNOS","ACUEDUCTO","OPERATIVA","JUNTA ADMINISTRADORA DEL SERVICIO DE ACUECTO REGIONAL DE BORBONES EN EL MUNICIPIO DE ISNOS","HUILA","ISNOS","CORRIGIMIENTO EL SALTO DE BORDONES","8328359","joevrobu@yahoo.com","Registro por la ESP","CARLOS ALVEIRO GOMEZ CHILITO","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"NARINO","SAN PEDRO DE CARTAGO","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DE ACUEDUCTO DE LA VEREDA DOMINGO LOMA DEL MUNICIPIO SAN PEDRO DE CARTAGO","NARINO","SAN PEDRO DE CARTAGO","VEREDA ANGEL ROSERO","7264791","contactenos@sanpedrodecartago-narino.gov.co","Registro por la ESP","NOLBERTO ROSERO","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"NARINO","SAN PEDRO DE CARTAGO","ACUEDUCTO","OPERATIVA","ASOCIACIÓN DE USUARIOS DE ACUEDUCTO VEREDA LA ESTANCIA MUNICIPIO SAN PEDRO DE CARTAGO","NARINO","SAN PEDRO DE CARTAGO","PALACIO MUNICIPAL","3137710","contactenos@sanpedrodecartago-narino.gov.co","Registro por la ESP","HUBERTINO ESPAÑA TUMBAJOY","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"NARINO","SAN PEDRO DE CARTAGO","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DE ACUEDUCTO BUENAVISTA VEREDA LA RINCONADA MUNICIPIO SAN PEDRO DE CARTAGO","NARINO","SAN PEDRO DE CARTAGO","PALACIO MUNICIPAL CALLE 3 No. 2-28 BARRIO PORVENIR","7264791","contactenos@sanpedrodecartago-narino.gov.co","Registro por la ESP","FIDENCIO GUILLERMO RENGIFO","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"NARINO","SAN PEDRO DE CARTAGO","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DE ACUEDUCTO VEREDA LAS ACACIAS MUNICIPIO DE SAN PEDRO DE CARTAGO","NARINO","SAN PEDRO DE CARTAGO","Clle 3 No. 2-28 Barrio Porvenir","3206201","patico_8640@hotmail.com","Registro por la ESP","HERMENEGILDO VIVEROS PARDO","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"CALDAS","MANIZALES","ACUEDUCTO","OPERATIVA","ASOCIACIÓN JUNTA ADMINISTRADORA DE ACUEDUCTO VEREDAL MARACAS","CALDAS","MANIZALES","CALLE 31 N° 19-09","8703668","do.dime@hotmail.com","Registro por la ESP","AURA DOLLY DIAZ DE MESSA","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"HUILA","TESALIA","ACUEDUCTO","OPERATIVA","JUNTA ADMINISTRADORA DEL SERVICIO DEL ACUEDUCTO DE LA VEREDA SINAI DEL MUNICIPIO DE TESALIA","HUILA","TESALIA","VEREDA SINAI CASA DEL SEÑOR SILVIO PERDOMO ANDRADE","3134951","contactenos@tesalia-huila.gov.co","Registro por la ESP","SILVIO PERDOMO ANDRADE","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"HUILA","TARQUI","ACUEDUCTO","OPERATIVA","JUNTA ADMINISTRADORA DEL ACUEDUCTO REGIONAL DE LAS VEREDAS RICABRISAS BELLAVISTA Y LA PLAYA DEL MUNICIPIO DE TARQUI","HUILA","TARQUI","VEREDA RICABRISA","8329177","contactenos@tarqui-huila.gov.co","Registro por la ESP","MARTIN RAMOS VELENZUELA","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"HUILA","OPORAPA","ACUEDUCTO","OPERATIVA","JUNTA ADMINISTRADORA DEL SERVICIO DEL ACUEDUCTO REGIONAL SAN ROQUE - ALTO SAN FRANCISCO DEL MUNICIPIO DE OPORAPA","HUILA","OPORAPA","CALLE 5 No 6 - 79 EDIFICIO MUNICIPAL","0000000","acueductoruralsanroque@gmail.com","Registro por la ESP","AUDALY ORTIZ  TRUJILLO","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"NARINO","EL PENOL","ACUEDUCTO","OPERATIVA","ASOCIACIÓN DE USUARIOS DEL SERVICIO DE ACUEDUCTO Y AGUA POTABLE DEL CORREGIMIENTO DE ALTO PEÑOL","NARINO","EL PENOL","CARRERA 2 N° 2-47 BARRIO SAN ISIDRO","3216073","yolimarce@hotmail.com","Registro por la ESP","FLORALBA BUCHELY ORDOÑEZ","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"NARINO","PASTO","ACUEDUCTO","OPERATIVA","JUNTA ADMINISTRADORA DE ACUEDUCTO ARANDA","NARINO","PASTO","ARANDA PUEBLO CASA 55 B","3155823","luisjairo789@hotmail.com","Registro por la ESP","JORGE ALBERTO SANTACRUZ","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"NARINO","LA FLORIDA","ACUEDUCTO","OPERATIVA","JUNTA ADMINISTRADORA DEL ACUEDUCTO DE LA SECCION DEL BARRANCO","NARINO","LA FLORIDA","SECCION BARRANCO MUNICIPIO DE LA FLORIDA","3147074","jaseccionbarranco@hotmail.com","Registro por la ESP","LAUREANO RAMOS ESPAÑA","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"NARINO","BELEN","ACUEDUCTO","OPERATIVA","JUNTA ADMINISTRADORA DEL ACUEDUCTO DE CAMPO MARIA Y LA ESPERANZA","NARINO","BELEN","ALCALDIA MUNICIPAL","3165704","campomariaylaesperanza@hotmail.com","Registro por la ESP","JESUS ANTONIO LOPEZ GAVIRIA","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"NARINO","PASTO","ACUEDUCTO","OPERATIVA","ASOCIACION JUNTA ADMINISTRADORA DE ACUEDUCTO AGUAS BAJO CASANARE","NARINO","PASTO","VEREDA CASANERE BAJO","3116448","aguascasanare@hotmail.com","Registro por la ESP","HUMBERTO GELPUD","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"NARINO","EL TAMBO","ACUEDUCTO","OPERATIVA","JUNTA DE ACCION COMUNAL DE LA VEREDA CHAGRAURCO","NARINO","EL TAMBO","VEREDA CHAGRAURCO","3117240","chagraurcovereda@gmail.com","Registro por la ESP","GERARDO LUIS GUERRERO BURBANO","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"NARINO","PASTO","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DE ACUEDUCTO Y ALCANTARILLADO DE JONGOVITO","NARINO","PASTO","casa 81 A Jongovito Vereda San Pedro","7208491","asociacionjongovito@gmail.com","Registro por la ESP","MIGUEL ANTONIO TULCAN","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"NARINO","GUALMATAN","ACUEDUCTO","OPERATIVA","JUNTA ADMINISTRADORA ACUEDUCTO LOS CEDROS GUALMATAN","NARINO","GUALMATAN","VEREDA LOS CEDROS","3173527","edicsonharbey@hotmail.es","Registro por la ESP","ALFONSO SIGIFREDO ALFONSO ANAGUANO","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"CALDAS","AGUADAS","ACUEDUCTO","OPERATIVA","ASOCIACIÓN DE USUARIOS DE SERVICIOS COLECTIVOS DE SAN NICOLAS-ALTO DE LA MONTAÑA","CALDAS","AGUADAS","FINCA LA SIRIA - VEREDA EL EDEN","3127664","jahernan@superservicios.gov.co","Registro por la ESP","BEATRIZ ELENA MARTINEZ GOMEZ","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"RISARALDA","DOSQUEBRADAS","ACUEDUCTO","OPERATIVA","ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO LA BADEA","RISARALDA","DOSQUEBRADAS","CL 9 1A 553 VIA TURIN LA POPA","3394646","Consultoriasrr3000@gmail.com","Registro por la ESP","AUGUSTO DUQUE CASTANO","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"HUILA","TARQUI","ACUEDUCTO","OPERATIVA","JUNTA ADMINISTRADORA DEL ACUEDCUCTO DE LA INSPECCION DE QUINTURO MUNICIPIO DE TARQUI","HUILA","TARQUI","CENTRO POBLADO QUITURO","8329177","alcaldia@tarqui-huila.gov.co","Registro por la ESP","GABRIEL HULE PERICO","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"CALDAS","ANSERMA","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DE SERVICIOS COLECTIVOS DE SAN PEDRO","CALDAS","ANSERMA","VEREDA SAN PEDRO","3136232","aguasanpedro@outlook.com","Registro por la ESP","JAIRO DE JESUS RIVERA HURTADO","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"NARINO","PASTO","ACUEDUCTO","OPERATIVA","JUNTA ADMINISTRADORA DEL ACUDUCTO DE BUESAQUILLO","NARINO","PASTO","oficina del corregidor de buesaquillo centro","7324257","acueductobuesaquillo@hotmail.com","Registro por la ESP","FLORIBERTO MATABANCHOY MATABANCHOY","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"NARINO","SANTACRUZ","ACUEDUCTO","OPERATIVA","ASOCIACION JUNTA ADMINISTRADORA DE ACUEDUCTO DE LA VEREDA CANDAGAN","NARINO","SANTACRUZ","VEREDA CANDAGAN","3127666","acueductocandagansantacruz123@gmail.com","Registro por la ESP","BLANCA ALICIA ALVAREZ CERON","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"RISARALDA","PEREIRA","ACUEDUCTO","OPERATIVA","ASOCIACION DE SUSCRIPTORES DEL ACUEDUCTO CANTAMONOS","RISARALDA","PEREIRA","kilometro 10 via Armenia vereda Cantamonos","3386156","a-acueductocantamonos@hotmail.com","Registro por la ESP","ORBILIO ANTONIO LADINO GUEVARA","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"NARINO","FUNES","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DEL ACUEDUCTO DEL CORREGIMIENTO DE CHIMARRAN","NARINO","FUNES","ALCALDIA MUNICIPAL","7789064","contactenos@funes-narino.gov.co","Registro por la ESP","OLMEDO FRANCISCO BENAVIDES AREVALO","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"NARINO","OSPINA","ACUEDUCTO","OPERATIVA","ASOCIACION JUNTA ADMINISTRADORA DEL ACUEDUCTO CUADQUIRAN","NARINO","OSPINA","VEREDA CUADQUIRAN OSPINA","8183847","franciscorodrig@misena.edu.co","Registro por la ESP","MIGUEL HORACIO ZAMBRANO PORTILLO","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"NARINO","PASTO","ACUEDUCTO","OPERATIVA","JUNTA ADMINISTRADORA DEL ACUEDUCTO DE LA VEREDA EL CARMEN CORREGIMIENTO SANTA BARBARA","NARINO","PASTO","VEREDA EL CARMEN CORREGIMIENTO DEL SOCORRO","3137310","contactenos@pasto-narino.gov.co","Registro por la ESP","EDUAR ROSERO MUÑOZ","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"RISARALDA","GUATICA","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS ACUEDUCTO EL POBLADO","RISARALDA","GUATICA","VEREDA EL POBLADO","3137797","frang14@hotmail.com","Registro por la ESP","GERMAN DE JESUS GUERRERO","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"NARINO","EL TAMBO","ACUEDUCTO","OPERATIVA","ASOCIACION JUNTA ADMINISTRADORA DEL ACUEDUCTO EL BARRIO EL ROSAL","NARINO","EL TAMBO","BARRIO EL ROSAL","3137926","acueductoelrosal@hotmail.com","Registro por la ESP","LUIS EFREN JIMENEZ GUERRA","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"NARINO","PASTO","ACUEDUCTO","OPERATIVA","JUNTA ADMINISTRADORA DEL ACUEDUCTO Y ALCANTARILLDO BARRIO LA ESTRELLA","NARINO","PASTO","CALLE 22 No 11 ESTE  - 200 ESTRELLA DE ORIENTE","7325651","contactenos@pasto.gov.co","Registro por la ESP","PEDRO ANTONIO RAMIREZ","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"HUILA","TELLO","ACUEDUCTO","OPERATIVA","JUNTA ADMINISTRADORA ACUEDUCTO LA UNION","HUILA","TELLO","PERSONERIA MUNICIPAL","8488006","contacto@tello-huila.gov.co","Registro por la ESP","CRISANTO QUINTERO RAMIREZ","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"HUILA","NATAGA","ACUEDUCTO","OPERATIVA","JUNTA ADMINISTRADORA DEL SERVICIO DEL ACUEDUCTO REGIONAL DE LAS VEREDAS EL TENIENTE-LAS MERCEDES","HUILA","NATAGA","VEREDA EL TENIENTE","3117640","contactenos@nataga-huila.gov.co","Registro por la ESP","ISRAEL MEDINA  MEDINA","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"NARINO","EL TAMBO","ACUEDUCTO","OPERATIVA","JUNTA DE ACCION COMUNAL DEL BARRIO EL MENTIDERO","NARINO","EL TAMBO","VEREDA EL MENTIDERO","3136073","ompupialesj@hotmail.com","Registro por la ESP","YANETH ALICIA LUNA","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"NARINO","NARINO","ACUEDUCTO","OPERATIVA","JUNTA ADMINISTRADORA DEL ACUEDUCTO NARIÑO","NARINO","NARINO","MUNICIPIO DE OSPINA","3188079","acueductonarinoospina@hotmail.com","Registro por la ESP","PAULO EMILIO ZAMBRANO PORTILLO","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"RISARALDA","MISTRATO","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DEL ACUEDUCTO PINAR DEL RIO Y PLAYA RICA","RISARALDA","MISTRATO","PALACIO MUNICIPAL","3128991","contactenos@mistrato-risaralda.gov.co","Registro por la ESP","LEONEL DE JESUS CONTRERAS OTALVARO","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"NARINO","ILES","ACUEDUCTO","OPERATIVA","ASOCIACION DE JUNTA ADMINISTRADORA DEL ACUEDUCTO DE LA VEREDA SAN JAVIER","NARINO","ILES","VEREDA SAN JAVIER","8182160","jnixondp@yahoo.es","Registro por la ESP","DELIO BERTULFO PRADO","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"RISARALDA","MISTRATO","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA VEREDA LA ARGENTINA","RISARALDA","QUINCHIA","CARRERA 5 No. 5-23","3148632","contactenos@mistrato-risaralda.gov.co","Registro por la ESP","GERARDO CARDONA PINO","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"HUILA","ISNOS","ACUEDUCTO","OPERATIVA","JUNTA ADMINISTRADORA DEL SERVICIPO DE ACUEDUCTO ALTO SINAI","HUILA","ISNOS","VERESA SINAI","3114582","personeriaisnos@hotmail.com","Registro por la ESP","CLEMENTE RUANO","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"NARINO","CONTADERO","ACUEDUCTO","OPERATIVA","ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO DE ALDEA DE MARIA","NARINO","CONTADERO","PALACIO MUNICIPAL","3137897","contactenos@contadero-narino.gov.co","Registro por la ESP","ALIRIO AUSTERIO CEBALLOS FIGUEROA","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"CALDAS","RIOSUCIO","ACUEDUCTO","OPERATIVA","JUNTA DE ACCION COMUNAL DEL BARRIO SAN NICOLAS","CALDAS","RIOSUCIO","BARRIO SAN NICOLAS","3203619","contacto@riosucio-caldas.gov.co","Registro por la ESP","RODRIGO VINASCO HERNANDEZ","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"CALDAS","RIOSUCIO","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DEL ACUEDUCTO REGIONAL BONAFONT","CALDAS","RIOSUCIO","CORREGIMIENTO DE BONAFONT","3206537","mariaesutre1962@gmail.com","Registro por la ESP","ANTONIO DE JESUS GUEVARA BETANCUR","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"NARINO","EL TABLON DE GOMEZ","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS ADMINISTRADORA DEL SERVICIO PUBLICO DOMICILIARIO DE ACUEDUCTO DE LA VEREDA CAMPO ALEGRE Y LAS ARADAS TABLON DE GOMEZ NARIÑO","NARINO","EL TABLON DE GOMEZ","VEREDA LAS ARADAS","7264800","veredaaradas@hotmail.com","Registro por la ESP","CARLOS ALBERTO MARTINEZ BENAVIDES","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"RISARALDA","DOSQUEBRADAS","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DEL ACUEDUCTO COMUNITARIO DEL BARRIO DIVINO NIÑO","RISARALDA","DOSQUEBRADAS","CALLE 73 A N° 19 - 40 BARRIO DIVINO NIÑO","3428424","jhonalonso1@hotmail.com","Registro por la ESP","JOHN ALONSO VANEGAS  CAÑON","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"RISARALDA","DOSQUEBRADAS","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DEL ACUEDUCTO COMUNITARIO DEL BARRIO LAS ACACIAS","RISARALDA","DOSQUEBRADAS","MANZANA 5 CASA 30 BOSQUES DE LA ACUARELA 4 ETAPA","3281461","socobe76@hotmail.com","Registro por la ESP","ALONSO ANIBAL CATAÑO PEREZ","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"CALDAS","BELALCAZAR","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS ACUEDUCTO EL MADROÑO","CALDAS","BELALCAZAR","VEREDA EL MADRONO","3113546","claudiamilenar9@gmail.com","Registro por la ESP","REINEL RIVERA TORO","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"NARINO","TANGUA","ACUEDUCTO","OPERATIVA","ASOCIACION JUNTA ADMINISTRADORA DE ACUEDUCTO EL PESACADOR DEL TABLOR OBRAJE","NARINO","TANGUA","OBRAJE TANGUA","8185624","asociacionelpescador@gmail.com","Registro por la ESP","VICENTE ALVARO VILLOTA URBINA","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"SUCRE","CAIMITO","ACUEDUCTO","OPERATIVA","ASOCIACION DE PESCADORES DE LAS PAVITAS","SUCRE","CAIMITO","VEREDA LAS PAVITAS","3135105","alcaldia@caimito-sucre.gov.co","Registro por la ESP","FRANCISCO FABIO REGINO MASEA","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"NARINO","SAN BERNARDO","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DEL ACUEDUCTO PUEBLO VIEJO MUNICIPIO DE SAN BERNARDO","NARINO","SAN BERNARDO","VEREDA PUEBLO VIEJO","7301206","cielovalentina1023@hotmail.com","Registro por la ESP","REINALDO CARLOSAMA CARLOSAMA","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"NARINO","ALBAN","ACUEDUCTO","OPERATIVA","ASOCIACION JUNTA ADMINISTRADORA DE ACUEDUCTO VEREDA SAN BOSCO","NARINO","ALBAN","VEREDA SAN BOSCO","7430136","asociacionsanbosco@gmail.com","Registro por la ESP","LUIS HERNANDO CERON CASTILLO","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"CALDAS","ANSERMA","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS SERVICIOS COLECTIVOS DE LA VEREDA EL CERRO","CALDAS","ANSERMA","VEREDA EL CERRO","3113509","contactenos@anserma-caldas.gov.co","Registro por la ESP","HERNANDEZ JOSE ADALBERTO  OSORIO","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"HUILA","TELLO","ACUEDUCTO","OPERATIVA","JUNTA ADMINISTRADORA DEL ACUEDUCTO VEREDA SIERRA DEL GRAMAL","HUILA","TELLO","VEREDA SIERRA EL GRAMAL CASA ANGEL GABRIEL HERMOSA MOLANO","3176472","contacto@tello-huila.gov.co","Registro por la ESP","ANGEL GABRIEL HERMOSA MOLANO","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"HUILA","NATAGA","ACUEDUCTO","OPERATIVA","JUNTA ADMINISTRADORA DE SERVICIOS DEL ACUEDUCTO DE LA VEREDA EL OROZCO MUNICIPIO DE NATAGA","HUILA","NATAGA","VEREDA EL OROZCO","3123380","amorcito9010@hotmail.es","Registro por la ESP","BERNARDO YACUMA YONDAPIZ","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"HUILA","AIPE","ACUEDUCTO","OPERATIVA","JUNTA ADMINISTRADORA ACUEDUCTO VEREDA EL PATA","HUILA","AIPE","VEREDA EL PATA CASA FERNANDO OYOLA","3114887","contactenos@aipe-huila.gov.co","Registro por la ESP","LUIS HERNANDO OSORIO","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"HUILA","PITALITO","ACUEDUCTO","OPERATIVA","JUNTA ADMINISTRADORA DEL ACUEDUCTO DE GUACACALLO","HUILA","PITALITO","VEREDA GUACACALLO","8360010","contactenos@pitalito-huila.gov.co","Registro por la ESP","ALVARO CALDERON VEGA","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"CALDAS","ANSERMA","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DE SERVICIOS COLECTIVOS DE MARAPRA","CALDAS","ANSERMA","VEREDA MARAPRA","8534979","acueductomarapra346@gamil.com","Registro por la ESP","NANCY STELLA GARCIA VALENCIA","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"HUILA","NATAGA","ACUEDUCTO","OPERATIVA","JUNTA DE ACCION COMUNAL DE LA VEREDA LA ESTRELLA","HUILA","NATAGA","VEREDA LA ESTRELLA","3138960","contactenos@nataga-huila.gov.co","Registro por la ESP","GERMAN ARIAS YUCUMA","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"CAQUETA","CARTAGENA DEL CHAIRA","ACUEDUCTO","OPERATIVA","COMITE EMPRESARIAL DE SERVICIOS PUBLICOS DOMICILIARIOS EL CRISTAL","CAQUETA","CARTAGENA DEL CHAIRA","vereda los cristales","4359461","gendecarespo@hotmail.com","Registro por la ESP","JOSE LINER VARGAS MUNOZ","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"CAQUETA","CARTAGENA DEL CHAIRA","ASEO","OPERATIVA","COMITE EMPRESARIAL DE SERVICIOS PUBLICOS DOMICILIARIOS EL CRISTAL","CAQUETA","CARTAGENA DEL CHAIRA","vereda los cristales","4359461","gendecarespo@hotmail.com","Registro por la ESP","JOSE LINER VARGAS MUNOZ","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"CALDAS","MANIZALES","ACUEDUCTO","OPERATIVA","ASOCIACION COMUNAL DE USUARIOS DEL ACUEDUCTO LA ESTRELLA","CALDAS","MANIZALES","VIA MANIZALES NEIRA KM 9 SECTOR EL PEAJE","8703912","EDAVILASEP@HOTMAIL.COM","Registro por la ESP","EDGAR HERNANDO DAVILA SEPULVEDA","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"RISARALDA","BALBOA","ACUEDUCTO","OPERATIVA","JUNTA DE ACCION COMUNAL VEREDA CRISTALES","RISARALDA","BALBOA","VEREDA CRISTALES","3688109","jorgepulgarinm@hotmail.com","Registro por la ESP","PEDRO ANTONIO VASQUEZ","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"RISARALDA","MARSELLA","ACUEDUCTO","OPERATIVA","ASOCIACION AMBIENTAL ADMINISTRADORA DEL ACUEDUCTO DEL PLAN DE VIVIENDA EL RAYO","RISARALDA","MARSELLA","VEREDA PLAN DE VIVIENDA EL RAYO","3427140","marioduquecorrea@hotmail.com","Registro por la ESP","MARIO DUQUE CORREA","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"RISARALDA","MARSELLA","ALCANTARILLADO","OPERATIVA","ASOCIACION AMBIENTAL ADMINISTRADORA DEL ACUEDUCTO DEL PLAN DE VIVIENDA EL RAYO","RISARALDA","MARSELLA","VEREDA PLAN DE VIVIENDA EL RAYO","3427140","marioduquecorrea@hotmail.com","Registro por la ESP","MARIO DUQUE CORREA","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"RISARALDA","BALBOA","ACUEDUCTO","OPERATIVA","JUNTA DE ACCION COMUNAL VEREDA PURACE","RISARALDA","BALBOA","VEREDA PURACE","3688109","jorgepulgarinm@hotmail.com","Registro por la ESP","JAVIER HERNESTO SAMBRANO","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
